[2025-10-11T22:06:54.264+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-11T22:06:54.294+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-11T22:05:00+00:00 [queued]>
[2025-10-11T22:06:54.301+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-11T22:05:00+00:00 [queued]>
[2025-10-11T22:06:54.302+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-11T22:06:54.316+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-11 22:05:00+00:00
[2025-10-11T22:06:54.326+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-11T22:05:00+00:00', '--job-id', '686', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmplz54ahv3']
[2025-10-11T22:06:54.329+0000] {standard_task_runner.py:91} INFO - Job 686: Subtask download_minio
[2025-10-11T22:06:54.329+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=42857) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-11T22:06:54.330+0000] {standard_task_runner.py:64} INFO - Started process 42867 to run task
[2025-10-11T22:06:54.381+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-11T22:05:00+00:00 [running]> on host e78fd7c8819f
[2025-10-11T22:06:54.459+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-11T22:05:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-11T22:05:00+00:00'
[2025-10-11T22:06:54.460+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-11T22:06:54.789+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760097974.json -> /tmp/minio_downloads/1760097974.json
[2025-10-11T22:06:54.796+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760097983.json -> /tmp/minio_downloads/1760097983.json
[2025-10-11T22:06:54.802+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760097992.json -> /tmp/minio_downloads/1760097992.json
[2025-10-11T22:06:54.808+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760098000.json -> /tmp/minio_downloads/1760098000.json
[2025-10-11T22:06:54.814+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760098010.json -> /tmp/minio_downloads/1760098010.json
[2025-10-11T22:06:54.820+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760098020.json -> /tmp/minio_downloads/1760098020.json
